Symbol,UnderlyingPrice,OptionSymbol,Type,Expiration,DataDate,DaysLeft,Strike,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,PurchasePrice,ExpirationPrice,Profit
DATA,62.43,DATA170616C00030000,call,2017-06-16 00:00:00,2017-06-01 00:00:00,15,30.0,0,0,2.2758,0.9656,0.2646,-7.3358,0.9641,32.9,31.5,-0.93
DATA,62.43,DATA170623P00045500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,45.5,0,0,1.2589,-0.1193,1.0324,-8.7292,3.0523,1.3,0.0,-1.3
DATA,62.43,DATA170623C00045500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,45.5,0,0,1.0661,0.9099,0.9947,-6.063,2.4906,17.7,14.9,-1.23
DATA,62.43,DATA170623P00045000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,45.0,0,0,1.0681,-0.0837,0.9401,-5.7223,2.3583,0.7,0.0,-0.7
DATA,62.43,DATA170623C00045000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,45.0,0,0,1.244,0.8898,0.9878,-8.1869,2.886,18.6,15.9,-1.63
DATA,62.43,DATA170623P00044500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,44.5,0,0,0.7221,-0.0228,0.4885,-1.3589,0.8284,0.1,0.0,-0.1
DATA,62.43,DATA170623C00044500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,44.5,0,0,0.9846,0.936,0.83,-4.323,1.9192,18.4,15.7,-0.93
DATA,62.43,DATA170623P00044000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,44.0,0,0,0.7427,-0.0222,0.4641,-1.3658,0.8095,0.1,0.0,-0.1
DATA,62.43,DATA170623C00044000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,44.0,0,0,1.5962,0.862,0.9012,-12.2814,3.3783,20.5,16.7,-2.53
DATA,62.43,DATA170623P00043500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,43.5,0,0,0.7637,-0.0216,0.4416,-1.3742,0.7921,0.1,0.0,-0.1
DATA,62.43,DATA170623C00043500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,43.5,0,0,0.98,0.9477,0.712,-3.6781,1.6387,19.3,17.0,-0.83
DATA,62.43,DATA170623P00043000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,43.0,0,0,0.7849,-0.0211,0.4206,-1.3823,0.7752,0.1,0.0,-0.1
DATA,62.43,DATA170623C00043000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,43.0,0,0,1.2527,0.9141,0.8167,-6.8681,2.4028,20.3,17.7,-1.33
DATA,62.43,DATA170623P00042500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,42.5,0,0,0.806,-0.0205,0.4006,-1.3885,0.7583,0.1,0.0,-0.1
DATA,62.43,DATA170623C00042500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,42.5,0,0,1.2396,0.9217,0.7702,-6.3438,2.2422,20.7,17.8,-1.23
DATA,62.43,DATA170623P00042000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,42.0,0,0,0.8278,-0.02,0.3823,-1.3976,0.7431,0.1,0.0,-0.1
DATA,62.43,DATA170714C00062000,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,62.0,0,0,0.3254,0.5479,5.6805,-3.2328,8.4862,3.0,2.05,-0.95
DATA,62.43,DATA170623P00041500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,41.5,0,0,0.8495,-0.0195,0.3648,-1.4046,0.7278,0.1,0.0,-0.1
DATA,62.43,DATA170623C00041500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,41.5,0,0,1.3445,0.9197,0.7239,-7.0106,2.2857,21.8,18.6,-1.33
DATA,62.43,DATA170623P00041000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,41.0,0,0,1.5344,-0.0959,0.724,-9.0952,2.6089,1.25,0.0,-1.25
DATA,62.43,DATA170623C00041000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,41.0,0,0,1.2817,0.9324,0.6651,-5.8588,2.0022,22.1,19.8,-1.13
DATA,62.43,DATA170623P00040500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,40.5,0,0,1.5683,-0.0939,0.6974,-9.1531,2.5686,1.25,0.0,-1.25
DATA,62.43,DATA170623C00040500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,40.5,0,0,1.2014,0.9469,0.5878,-4.5552,1.6586,22.4,20.0,-0.93
DATA,62.43,DATA170623P00040000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,40.0,0,0,1.2804,-0.0577,0.5891,-5.1537,1.7715,0.55,0.0,-0.55
DATA,62.43,DATA170623C00040000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,40.0,0,0,1.1646,0.9555,0.5264,-3.8372,1.4398,22.8,20.4,-0.83
DATA,62.43,DATA170623P00035000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,35.0,0,0,1.1555,-0.0145,0.2081,-1.4828,0.5648,0.1,0.0,-0.1
DATA,62.43,DATA170623C00035000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,35.0,0,0,1.532,0.9579,0.3823,-4.8123,1.3755,27.9,25.6,-0.93
DATA,62.43,DATA171020C00040000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,40.0,0,0,0.7319,0.8865,0.6771,-1.9574,7.4603,24.4,21.4,-2.43
DATA,62.43,DATA171020P00040000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,40.0,6,58,0.4951,-0.0544,0.5739,-0.7483,4.2777,0.35,0.35,0.0
DATA,62.43,DATA171020C00045000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,45.0,0,6,0.4872,0.8917,0.9834,-1.2716,7.2133,18.6,20.6,2.0
DATA,62.43,DATA170623C00046000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,46.0,0,0,0.9541,0.9225,0.9931,-4.8538,2.2251,17.0,14.6,-1.03
DATA,62.43,DATA170623P00046000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,46.0,0,0,0.7513,-0.0401,0.7507,-2.2604,1.3245,0.2,0.0,-0.2
DATA,62.43,DATA170623C00046500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,46.5,0,0,0.9703,0.9125,1.069,-5.4009,2.436,16.6,14.0,-1.13
DATA,62.43,DATA170623P00046500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,46.5,0,0,0.795,-0.0539,0.8989,-3.0307,1.6783,0.3,0.0,-0.3
DATA,62.43,DATA170623P00054000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,54.0,0,11,0.4359,-0.0792,2.2083,-2.237,2.2609,0.25,0.25,0.0
DATA,62.43,DATA170623C00054000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,54.0,0,0,0.6634,0.8348,2.444,-5.7716,3.8077,9.4,7.1,-1.43
DATA,62.43,DATA170623P00053500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,53.5,0,14,0.4332,-0.066,1.9326,-1.933,1.966,0.2,0.1,-0.1
DATA,62.43,DATA170623C00053500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,53.5,0,0,1.0197,0.7711,1.9379,-10.7839,4.641,11.3,7.9,-2.83
DATA,62.43,DATA170623P00053000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,53.0,0,9,0.4538,-0.0634,1.7874,-1.9621,1.9048,0.1,0.1,0.0
DATA,62.43,DATA170623C00053000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,53.0,0,0,1.0533,0.7773,1.8471,-10.9657,4.569,11.8,7.6,-2.83
DATA,62.43,DATA170623P00052500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,52.5,0,27,0.4744,-0.0609,1.658,-1.9891,1.8471,0.1,0.1,0.0
DATA,62.43,DATA170623C00052500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,52.5,0,0,1.0646,0.7864,1.784,-10.82,4.4603,12.2,8.3,-2.73
DATA,62.43,DATA170623P00052000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,52.0,0,0,0.465,-0.0485,1.4119,-1.6278,1.5419,0.15,0.05,-0.1
DATA,62.43,DATA170623C00052000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,52.0,0,0,1.1431,0.7859,1.6639,-11.6321,4.4668,12.9,8.8,-2.93
DATA,62.43,DATA170623P00051500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,51.5,0,0,0.4848,-0.0467,1.3139,-1.647,1.4962,0.15,0.05,-0.1
DATA,62.43,DATA170623C00051500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,51.5,0,0,1.1314,0.7974,1.6272,-11.1457,4.3236,13.2,9.9,-2.73
DATA,62.43,DATA170623P00051000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,51.0,0,1,0.5048,-0.045,1.2258,-1.6656,1.4532,0.1,0.1,0.0
DATA,62.43,DATA170623C00051000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,51.0,0,1,0.8864,0.8506,1.7121,-7.2105,3.5643,9.4,10.0,1.57
DATA,62.43,DATA171020P00045000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,45.0,0,54,0.4544,-0.0962,0.9671,-1.0616,6.6167,0.82,0.82,0.0
DATA,62.43,DATA170623P00050500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,50.5,0,0,0.5247,-0.0434,1.1458,-1.6823,1.412,0.15,0.0,-0.15
DATA,62.43,DATA170623P00050000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,50.0,0,5,0.5449,-0.042,1.0738,-1.7005,1.3743,0.1,0.1,0.0
DATA,62.43,DATA170623C00050000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,50.0,0,0,1.2081,0.8153,1.4405,-11.25,4.0871,14.6,10.7,-2.63
DATA,62.43,DATA170623P00049500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,49.5,0,0,0.5236,-0.0307,0.8635,-1.2624,1.0618,0.1,0.0,-0.1
DATA,62.43,DATA170623C00049500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,49.5,0,0,1.2664,0.8166,1.368,-11.7388,4.0688,15.2,11.0,-2.73
DATA,62.43,DATA170623P00049000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,49.0,0,27,0.5428,-0.0297,0.8106,-1.2739,1.0334,0.05,0.05,0.0
DATA,62.43,DATA170623C00049000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,49.0,0,0,1.2755,0.824,1.3236,-11.5212,3.9649,15.6,11.5,-2.63
DATA,62.43,DATA170623P00048500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,48.5,0,0,0.5621,-0.0287,0.7618,-1.2838,1.0057,0.1,0.0,-0.1
DATA,62.43,DATA170623C00048500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,48.5,0,0,1.2837,0.8313,1.2801,-11.2866,3.8591,16.0,11.7,-2.53
DATA,62.43,DATA170623P00048000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,48.0,0,9,0.5816,-0.0278,0.7173,-1.294,0.9797,0.05,0.0,-0.05
DATA,62.43,DATA170623C00048000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,48.0,0,0,1.3175,0.8352,1.2285,-11.4091,3.8012,16.5,12.7,-2.53
DATA,62.43,DATA170623P00047500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,47.5,0,0,0.6012,-0.027,0.6766,-1.3044,0.9553,0.1,0.0,-0.1
DATA,62.43,DATA170623C00047500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,47.5,0,0,1.3515,0.839,1.1798,-11.5287,3.7445,17.0,12.9,-2.53
DATA,62.43,DATA170623P00047000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,47.0,0,9,0.621,-0.0262,0.6391,-1.3149,0.9322,0.1,0.05,-0.05
DATA,62.43,DATA170623C00047000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,47.0,0,0,0.9016,0.9184,1.0926,-4.7704,2.3136,16.0,13.4,-1.03
DATA,62.43,DATA170623C00050500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,50.5,0,0,1.1986,0.8074,1.4896,-11.4511,4.1933,14.2,10.7,-2.73
DATA,62.43,DATA170623C00054500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,54.5,0,0,0.6359,0.8288,2.6088,-5.6618,3.8962,8.9,5.6,-1.43
DATA,62.43,DATA171020C00050000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,50.0,0,12,0.4446,0.8277,1.4795,-1.5869,9.9031,13.6,13.6,0.0
DATA,62.43,DATA171020C00055000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,55.0,0,88,0.4086,0.7356,2.0638,-1.8638,12.6951,9.8,9.97,0.17
DATA,62.43,DATA180119P00070000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,70.0,0,1069,0.3626,-0.5971,2.1448,-1.4717,19.2648,11.9,12.7,0.8
DATA,62.43,DATA180119C00075000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,75.0,0,291,0.3591,0.3114,1.9774,-1.3729,17.593,3.1,2.98,-0.12
DATA,62.43,DATA180119P00075000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,75.0,0,15,0.3505,-0.6953,2.0068,-1.2762,17.4257,15.4,15.4,0.0
DATA,62.43,DATA180119C00080000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,80.0,0,133,0.358,0.2355,1.7271,-1.1901,15.3145,1.95,1.95,0.0
DATA,62.43,DATA180119P00080000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,80.0,0,47,0.3452,-0.7757,1.7426,-1.0621,14.9011,19.4,26.7,7.3
DATA,62.43,DATA180119C00085000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,85.0,0,55,0.3513,0.1695,1.4445,-0.9579,12.5694,1.3,1.2,-0.1
DATA,62.43,DATA180119P00085000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,85.0,0,49,0.3403,-0.8404,1.4344,-0.8348,12.0926,23.6,23.6,0.0
DATA,62.43,DATA180119C00090000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,90.0,0,99,0.3515,0.1231,1.1644,-0.7727,10.1389,0.39,0.6,0.21
DATA,62.43,DATA180119P00090000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,90.0,0,0,0.3982,-0.8385,1.235,-0.99,12.1833,28.9,26.7,-0.87
DATA,62.43,DATA180119C00095000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,95.0,0,23,0.353,0.0892,0.9184,-0.6142,8.0297,0.65,4.9,4.25
DATA,62.43,DATA180119P00095000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,95.0,0,0,0.4,-0.8753,1.032,-0.8213,10.2265,33.5,31.1,-0.47
DATA,62.43,DATA180119C00100000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,100.0,0,2001,0.3631,0.0698,0.7412,-0.5243,6.6666,0.35,0.33,-0.02
DATA,62.43,DATA180119P00100000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,100.0,0,1,0.521,-0.8219,1.0051,-1.3947,12.9733,39.5,51.41,11.91
DATA,62.43,DATA180119C00105000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,105.0,0,75,0.3551,0.0456,0.5417,-0.3663,4.7644,0.3,3.1,2.8
DATA,62.43,DATA180119P00105000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,105.0,0,0,0.5857,-0.8096,0.932,-1.6419,13.5236,38.2,40.7,4.83
DATA,62.43,DATA180119C00110000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,110.0,0,14,0.3682,0.0377,0.4484,-0.326,4.0899,0.25,3.75,3.5
DATA,62.43,DATA180119P00110000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,110.0,0,0,0.6107,-0.8204,0.8622,-1.6474,13.0432,49.8,45.7,-1.77
DATA,62.43,DATA180119C00115000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,115.0,0,16,0.4029,0.0412,0.4406,-0.3834,4.3974,0.25,0.25,0.0
DATA,62.43,DATA180119P00115000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,115.0,0,0,0.6564,-0.8167,0.8125,-1.7964,13.2114,43.9,50.7,9.13
DATA,62.43,DATA180119C00120000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,120.0,0,5,0.4463,0.049,0.4572,-0.488,5.0543,0.4,1.4,1.0
DATA,62.43,DATA180119P00120000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,120.0,0,0,0.6852,-0.8213,0.766,-1.8439,13.0025,60.0,55.7,-1.97
DATA,62.43,DATA180119C00125000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,125.0,0,184,0.4455,0.0381,0.3738,-0.3974,4.1248,0.01,0.01,0.0
DATA,62.43,DATA180119P00125000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,125.0,0,0,0.7124,-0.8253,0.7263,-1.8881,12.8173,65.0,60.7,-1.97
DATA,62.43,DATA180119C00130000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,130.0,0,6,0.477,0.0414,0.3733,-0.455,4.4114,0.35,0.75,0.4
DATA,62.43,DATA180119P00130000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,130.0,0,0,0.7382,-0.8288,0.6919,-1.9293,12.6516,70.0,65.7,-1.97
DATA,62.43,DATA180119C00135000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,135.0,0,100,0.496,0.0402,0.3504,-0.4617,4.3049,0.35,0.55,0.2
DATA,62.43,DATA180119P00135000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,135.0,0,0,0.7464,-0.8404,0.654,-1.8581,12.0927,74.8,70.7,-1.77
DATA,62.43,DATA180119C00140000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,140.0,0,16,0.5142,0.0391,0.3305,-0.468,4.21,0.05,0.05,0.0
DATA,62.43,DATA180119P00140000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,140.0,0,0,0.7695,-0.843,0.6273,-1.8926,11.9584,68.1,75.7,9.93
DATA,62.43,DATA180119C00070000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,70.0,17,160,0.3811,0.4131,2.0529,-1.6067,19.3836,4.4,4.4,0.0
DATA,62.43,DATA180119P00065000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,65.0,0,182,0.3719,-0.493,2.1549,-1.5642,19.8531,8.8,9.3,0.5
DATA,62.43,DATA180119C00065000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,65.0,0,423,0.3803,0.5095,2.107,-1.6444,19.8505,6.2,6.8,0.6
DATA,62.43,DATA180119P00060000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,60.0,0,1279,0.3868,-0.3866,1.9878,-1.5673,19.0491,6.0,6.0,0.0
DATA,62.43,DATA171020P00055000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,55.0,0,98,0.3874,-0.2576,2.1477,-1.7081,12.5264,2.48,2.48,0.0
DATA,62.43,DATA171020C00060000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,60.0,9,40,0.3881,0.6138,2.5409,-2.0644,14.8455,6.8,7.0,0.2
DATA,62.43,DATA171020P00060000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,60.0,0,27,0.367,-0.385,2.684,-1.9111,14.832,4.2,4.2,0.0
DATA,62.43,DATA171020C00065000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,65.0,4,471,0.3725,0.4783,2.7559,-2.0592,15.4567,3.9,4.2,0.3
DATA,62.43,DATA171020P00065000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,65.0,0,7,0.3591,-0.5258,2.8569,-1.94,15.447,6.35,6.6,0.25
DATA,62.43,DATA171020C00070000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,70.0,0,105,0.3577,0.3449,2.6539,-1.8262,14.2939,2.85,2.53,-0.32
DATA,62.43,DATA171020P00070000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,70.0,0,9,0.347,-0.6621,2.7145,-1.7101,14.1827,9.7,9.9,0.2
DATA,62.43,DATA171020C00075000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,75.0,0,49,0.3403,0.2246,2.2685,-1.4115,11.6241,1.55,1.4,-0.15
DATA,62.43,DATA171020P00075000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,75.0,0,0,0.3362,-0.779,2.2756,-1.3307,11.52,14.0,13.8,-0.2
DATA,62.43,DATA171020C00080000,call,2017-10-20 00:00:00,2017-06-01 00:00:00,141,80.0,5,1,0.3469,0.1496,1.7295,-1.1167,9.0317,0.7,0.7,0.0
DATA,62.43,DATA171020P00080000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,80.0,0,26,0.3421,-0.8544,1.7219,-1.0267,8.8682,18.4,21.6,3.2
DATA,62.43,DATA180119C00020000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,20.0,0,48,1.1695,0.9544,0.1647,-1.2132,4.7711,23.5,40.1,18.47
DATA,62.43,DATA180119P00020000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,20.0,0,323,0.7039,-0.0104,0.0787,-0.2076,1.372,0.1,0.1,0.0
DATA,62.43,DATA180119C00022500,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,22.5,0,0,1.0963,0.9459,0.2012,-1.3029,5.4642,35.66,37.7,3.81
DATA,62.43,DATA171020P00050000,put,2017-10-20 00:00:00,2017-06-01 00:00:00,141,50.0,0,102,0.4112,-0.1586,1.5161,-1.3612,9.3868,1.2,1.2,0.0
DATA,62.43,DATA180119P00022500,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,22.5,0,13,0.6659,-0.0142,0.1092,-0.2578,1.8014,0.15,0.15,0.0
DATA,62.43,DATA180119P00025000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,25.0,26,110,0.666,-0.0232,0.1655,-0.3908,2.7307,0.2,0.2,0.0
DATA,62.43,DATA180119C00030000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,30.0,0,115,0.6795,0.9481,0.3142,-0.7922,5.2888,25.63,31.4,6.34
DATA,62.43,DATA180119P00030000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,30.0,0,27,0.5464,-0.0285,0.2395,-0.3803,3.2417,0.3,0.3,0.0
DATA,62.43,DATA180119C00035000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,35.0,0,17,0.6167,0.9231,0.4701,-0.9744,7.1824,26.7,26.7,0.27
DATA,62.43,DATA180119P00035000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,35.0,0,263,0.52,-0.054,0.4238,-0.6091,5.4597,0.55,0.55,0.0
DATA,62.43,DATA180119C00040000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,40.0,0,239,0.5471,0.8929,0.6772,-1.104,9.1787,24.2,25.0,0.8
DATA,62.43,DATA180119P00040000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,40.0,0,90,0.4561,-0.0792,0.65,-0.718,7.3448,0.9,0.9,0.0
DATA,62.43,DATA180119C00045000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,45.0,0,1342,0.4828,0.8525,0.9595,-1.2172,11.4766,19.7,21.5,1.8
DATA,62.43,DATA180119P00045000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,45.0,0,107,0.4283,-0.1284,0.9837,-0.9568,10.4369,1.4,1.5,0.1
DATA,62.43,DATA180119C00050000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,50.0,0,4405,0.4546,0.7876,1.2821,-1.4377,14.4398,14.88,15.0,0.12
DATA,62.43,DATA180119P00050000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,50.0,0,4199,0.4094,-0.1981,1.3662,-1.2123,13.8559,2.4,2.4,0.0
DATA,62.43,DATA180119C00055000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,55.0,0,291,0.4247,0.7082,1.6239,-1.586,17.0858,12.2,11.68,-0.52
DATA,62.43,DATA180119P00055000,put,2018-01-19 00:00:00,2017-06-01 00:00:00,232,55.0,0,191,0.3964,-0.2864,1.7249,-1.4316,16.9362,3.6,3.7,0.1
DATA,62.43,DATA180119C00060000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,60.0,0,612,0.4013,0.6137,1.9158,-1.6669,19.0439,9.1,8.6,-0.5
DATA,62.43,DATA180119C00025000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,25.0,0,7,0.9617,0.9428,0.2396,-1.1964,5.7073,21.58,35.3,15.39
DATA,62.43,DATA180119C00145000,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,145.0,0,110,0.5315,0.0381,0.3132,-0.4738,4.124,0.1,0.1,0.0
DATA,62.43,DATA170623P00054500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,54.5,0,20,0.4352,-0.0923,2.4817,-2.5049,2.5363,0.15,0.15,0.0
DATA,62.43,DATA170623P00055000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,55.0,0,40,0.4132,-0.0966,2.7012,-2.4583,2.6215,0.3,0.35,0.05
DATA,62.43,DATA170714C00064000,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,64.0,0,0,0.3068,0.4284,5.9709,-3.0176,8.4099,1.95,1.2,-0.75
DATA,62.43,DATA170714P00064000,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,64.0,0,0,0.3067,-0.5716,5.9733,-2.9724,8.4097,3.5,3.2,-0.3
DATA,62.43,DATA170714C00064500,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,64.5,0,0,0.3052,0.3989,5.904,-2.9516,8.2718,1.75,1.05,-0.7
DATA,62.43,DATA170714P00064500,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,64.5,0,0,0.3171,-0.5958,5.7007,-3.0332,8.3001,3.9,3.5,-0.4
DATA,62.43,DATA170714C00065000,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,65.0,0,0,0.3018,0.3689,5.8328,-2.8515,8.082,1.55,0.9,-0.65
DATA,62.43,DATA170714P00065000,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,65.0,0,0,0.3263,-0.6185,5.4524,-3.0701,8.1679,4.3,3.9,-0.4
DATA,62.43,DATA170714C00065500,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,65.5,0,0,0.3029,0.342,5.6586,-2.7853,7.8686,1.4,0.8,-0.6
DATA,62.43,DATA170714P00065500,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,65.5,0,0,0.3217,-0.6469,5.3902,-2.9484,7.962,4.6,4.2,-0.4
DATA,62.43,DATA170714C00066000,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,66.0,0,0,0.2958,0.3106,5.5714,-2.6149,7.5656,1.2,0.65,-0.55
DATA,62.43,DATA170714P00066000,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,66.0,0,0,0.3154,-0.6761,5.3188,-2.7919,7.7005,4.9,4.6,-0.3
DATA,62.43,DATA170714C00066500,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,66.5,0,0,0.3001,0.2882,5.3071,-2.5638,7.3124,1.1,0.6,-0.5
DATA,62.43,DATA170714P00066500,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,66.5,0,0,0.3203,-0.6973,5.0857,-2.7529,7.4794,5.3,5.0,-0.3
