Symbol,UnderlyingPrice,OptionSymbol,Type,Expiration,DataData,Strike,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,PurchasePrice,ExpirationPrice,Profit
NAVI,14.63,NAVI170616C00002500,call,2017-06-16 00:00:00,2017-06-01 00:00:00,2.5,0,0,6.3995,0.9778,0.2785,-3.3449,0.1567,12.4,12.8,0.625
NAVI,14.63,NAVI170616P00002500,put,2017-06-16 00:00:00,2017-06-01 00:00:00,2.5,0,0,4.4861,-0.0082,0.1692,-0.9984,0.0667,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00005000,call,2017-06-16 00:00:00,2017-06-01 00:00:00,5.0,0,0,3.9482,0.9592,0.7474,-3.419,0.2595,9.9,10.3,0.625
NAVI,14.63,NAVI170616P00005000,put,2017-06-16 00:00:00,2017-06-01 00:00:00,5.0,0,0,2.7725,-0.0142,0.4394,-0.9901,0.1071,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00007500,call,2017-06-16 00:00:00,2017-06-01 00:00:00,7.5,0,0,2.6184,0.9363,1.6073,-3.2353,0.37,7.4,7.8,0.625
NAVI,14.63,NAVI170616P00007500,put,2017-06-16 00:00:00,2017-06-01 00:00:00,7.5,0,0,1.8021,-0.0221,0.9858,-0.9384,0.1562,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00010000,call,2017-06-16 00:00:00,2017-06-01 00:00:00,10.0,0,0,1.1826,0.9562,2.6469,-1.0917,0.2752,4.7,5.4,0.8250000000000011
NAVI,14.63,NAVI170616P00010000,put,2017-06-16 00:00:00,2017-06-01 00:00:00,10.0,0,0,1.1078,-0.0354,2.3718,-0.853,0.231,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00012500,call,2017-06-16 00:00:00,2017-06-01 00:00:00,12.5,0,12,0.6825,0.8864,9.5103,-1.306,0.5707,1.85,2.85,1.1750000000000007
NAVI,14.63,NAVI170616P00012500,put,2017-06-16 00:00:00,2017-06-01 00:00:00,12.5,0,471,0.6485,-0.1032,9.3374,-1.1503,0.5324,0.1,0.1,0.0
NAVI,14.63,NAVI170616C00015000,call,2017-06-16 00:00:00,2017-06-01 00:00:00,15.0,0,159,0.3407,0.3723,37.4543,-1.2779,1.1218,0.22,0.5,0.3049999999999997
NAVI,14.63,NAVI170616P00015000,put,2017-06-16 00:00:00,2017-06-01 00:00:00,15.0,0,63,0.3687,-0.6162,34.9326,-1.3856,1.1324,0.65,0.05,-0.6
NAVI,14.63,NAVI170616C00017500,call,2017-06-16 00:00:00,2017-06-01 00:00:00,17.5,0,43,0.5745,0.0695,7.8414,-0.7595,0.3961,0.01,0.01,0.0
NAVI,14.63,NAVI170616P00017500,put,2017-06-16 00:00:00,2017-06-01 00:00:00,17.5,0,0,0.7331,-0.8709,9.6858,-1.5154,0.6243,3.0,1.9,-1.0250000000000004
NAVI,14.63,NAVI170616C00020000,call,2017-06-16 00:00:00,2017-06-01 00:00:00,20.0,0,0,0.8839,0.0489,3.8688,-0.8866,0.3007,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00020000,put,2017-06-16 00:00:00,2017-06-01 00:00:00,20.0,0,0,1.0872,-0.9046,5.2589,-1.8097,0.5027,5.5,4.4,-1.0250000000000004
NAVI,14.63,NAVI170616C00022500,call,2017-06-16 00:00:00,2017-06-01 00:00:00,22.5,0,0,1.1368,0.0398,2.5481,-0.9658,0.2547,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00022500,put,2017-06-16 00:00:00,2017-06-01 00:00:00,22.5,0,0,1.7277,-0.854,4.4691,-3.897,0.6789,8.2,6.8,-1.2249999999999996
NAVI,14.63,NAVI170616C00025000,call,2017-06-16 00:00:00,2017-06-01 00:00:00,25.0,0,0,1.3535,0.0347,1.9123,-1.0274,0.2276,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00025000,put,2017-06-16 00:00:00,2017-06-01 00:00:00,25.0,0,0,2.0004,-0.8683,3.598,-4.2055,0.6328,10.7,9.2,-1.2249999999999996
NAVI,14.63,NAVI170616C00030000,call,2017-06-16 00:00:00,2017-06-01 00:00:00,30.0,0,0,1.709,0.0287,1.2954,-1.1096,0.1947,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00030000,put,2017-06-16 00:00:00,2017-06-01 00:00:00,30.0,0,0,2.4433,-0.8854,2.6728,-4.6588,0.5742,15.7,14.2,-1.2249999999999996
NAVI,14.22,NAVI170616C00002500,call,2017-06-16 00:00:00,2017-06-02 00:00:00,2.5,0,0,6.6284,0.9766,0.2994,-3.6449,0.1539,12.0,12.8,1.0250000000000004
NAVI,14.22,NAVI170616P00002500,put,2017-06-16 00:00:00,2017-06-02 00:00:00,2.5,0,0,5.6793,-0.017,0.267,-2.3856,0.1176,0.15,0.0,-0.15
NAVI,14.22,NAVI170616C00005000,call,2017-06-16 00:00:00,2017-06-02 00:00:00,5.0,0,0,4.4243,0.9495,0.8442,-4.5801,0.2896,9.6,10.3,0.9250000000000007
NAVI,14.22,NAVI170616P00005000,put,2017-06-16 00:00:00,2017-06-02 00:00:00,5.0,0,0,2.8122,-0.0149,0.4799,-1.0511,0.1046,0.05,0.0,-0.05
NAVI,14.22,NAVI170616C00007500,call,2017-06-16 00:00:00,2017-06-02 00:00:00,7.5,0,0,2.6634,0.9316,1.779,-3.5,0.3673,7.0,7.8,1.0250000000000004
NAVI,14.22,NAVI170616P00007500,put,2017-06-16 00:00:00,2017-06-02 00:00:00,7.5,0,0,1.8044,-0.0234,1.1014,-0.993,0.1541,0.05,0.0,-0.05
NAVI,14.22,NAVI170616C00010000,call,2017-06-16 00:00:00,2017-06-02 00:00:00,10.0,0,0,1.4629,0.9151,3.818,-2.2693,0.433,4.4,5.4,1.125
NAVI,14.22,NAVI170616P00010000,put,2017-06-16 00:00:00,2017-06-02 00:00:00,10.0,0,0,1.0803,-0.0383,2.7663,-0.8939,0.2317,0.05,0.0,-0.05
NAVI,14.22,NAVI170616C00012500,call,2017-06-16 00:00:00,2017-06-02 00:00:00,12.5,0,12,0.6359,0.864,12.3254,-1.3877,0.6076,1.85,2.85,1.1750000000000007
NAVI,14.22,NAVI170616P00012500,put,2017-06-16 00:00:00,2017-06-02 00:00:00,12.5,0,471,0.5863,-0.1188,12.1642,-1.1571,0.5529,0.1,0.1,0.0
NAVI,14.22,NAVI170616C00015000,call,2017-06-16 00:00:00,2017-06-02 00:00:00,15.0,0,159,0.3788,0.2478,29.9844,-1.1941,0.8806,0.15,0.5,0.375
NAVI,14.22,NAVI170616P00015000,put,2017-06-16 00:00:00,2017-06-02 00:00:00,15.0,10,63,0.4566,-0.7093,26.9517,-1.549,0.9541,0.65,0.05,-0.6
NAVI,14.22,NAVI170616C00017500,call,2017-06-16 00:00:00,2017-06-02 00:00:00,17.5,0,43,0.6699,0.0647,6.7778,-0.843,0.352,0.01,0.01,0.0
NAVI,14.22,NAVI170616P00017500,put,2017-06-16 00:00:00,2017-06-02 00:00:00,17.5,0,0,0.8286,-0.8845,8.4414,-1.5943,0.5422,3.4,1.9,-1.4250000000000007
NAVI,14.22,NAVI170616C00020000,call,2017-06-16 00:00:00,2017-06-02 00:00:00,20.0,0,0,0.985,0.0473,3.5974,-0.9671,0.2747,0.05,0.0,-0.05
NAVI,14.22,NAVI170616P00020000,put,2017-06-16 00:00:00,2017-06-02 00:00:00,20.0,0,0,1.1845,-0.9122,4.835,-1.866,0.444,5.9,4.4,-1.4250000000000007
NAVI,14.22,NAVI170616C00022500,call,2017-06-16 00:00:00,2017-06-02 00:00:00,22.5,0,0,1.2444,0.0391,2.4423,-1.0479,0.2356,0.05,0.0,-0.05
NAVI,14.22,NAVI170616P00022500,put,2017-06-16 00:00:00,2017-06-02 00:00:00,22.5,0,0,1.6914,-0.8887,4.0266,-3.1765,0.528,8.5,6.8,-1.5250000000000004
NAVI,14.22,NAVI170616C00025000,call,2017-06-16 00:00:00,2017-06-02 00:00:00,25.0,0,0,1.4664,0.0343,1.8609,-1.1087,0.2115,0.05,0.0,-0.05
NAVI,14.22,NAVI170616P00025000,put,2017-06-16 00:00:00,2017-06-02 00:00:00,25.0,0,0,1.9569,-0.8998,3.2246,-3.4044,0.4892,11.0,9.2,-1.5250000000000004
NAVI,14.22,NAVI170616C00030000,call,2017-06-16 00:00:00,2017-06-02 00:00:00,30.0,0,0,1.8326,0.0287,1.2839,-1.1946,0.1824,0.05,0.0,-0.05
NAVI,14.22,NAVI170616P00030000,put,2017-06-16 00:00:00,2017-06-02 00:00:00,30.0,0,0,2.3903,-0.9132,2.3746,-3.7383,0.44,16.0,14.2,-1.5250000000000004
NAVI,14.27,NAVI170616C00002500,call,2017-06-16 00:00:00,2017-06-05 00:00:00,2.5,0,0,7.843,0.975,0.3007,-5.1606,0.1446,12.1,12.8,0.9250000000000007
NAVI,14.27,NAVI170616P00002500,put,2017-06-16 00:00:00,2017-06-05 00:00:00,2.5,0,0,5.1849,-0.0085,0.1805,-1.3532,0.0574,0.05,0.0,-0.05
NAVI,14.27,NAVI170616C00005000,call,2017-06-16 00:00:00,2017-06-05 00:00:00,5.0,0,0,5.1918,0.9468,0.8428,-6.3396,0.2684,9.7,10.3,0.8250000000000011
NAVI,14.27,NAVI170616P00005000,put,2017-06-16 00:00:00,2017-06-05 00:00:00,5.0,0,0,3.1799,-0.0148,0.4744,-1.338,0.0925,0.05,0.0,-0.05
NAVI,14.27,NAVI170616C00007500,call,2017-06-16 00:00:00,2017-06-05 00:00:00,7.5,0,0,2.478,0.9565,1.5042,-2.5812,0.2286,6.9,7.8,1.125
NAVI,14.27,NAVI170616P00007500,put,2017-06-16 00:00:00,2017-06-05 00:00:00,7.5,0,0,2.0447,-0.0233,1.0869,-1.2673,0.1363,0.05,0.0,-0.05
NAVI,14.27,NAVI170616C00010000,call,2017-06-16 00:00:00,2017-06-05 00:00:00,10.0,0,0,1.5221,0.9304,3.5481,-2.299,0.3312,4.4,5.4,1.125
NAVI,14.27,NAVI170616P00010000,put,2017-06-16 00:00:00,2017-06-05 00:00:00,10.0,0,0,1.2283,-0.038,2.7144,-1.142,0.2045,0.05,0.0,-0.05
NAVI,14.27,NAVI170616C00012500,call,2017-06-16 00:00:00,2017-06-05 00:00:00,12.5,0,12,0.7301,0.8663,11.9279,-1.7809,0.5342,1.85,2.85,1.1750000000000007
NAVI,14.27,NAVI170616P00012500,put,2017-06-16 00:00:00,2017-06-05 00:00:00,12.5,0,471,0.6733,-0.1166,11.752,-1.4849,0.4853,0.1,0.1,0.0
NAVI,14.27,NAVI170616C00015000,call,2017-06-16 00:00:00,2017-06-05 00:00:00,15.0,2,159,0.4116,0.2541,31.4422,-1.4883,0.7938,0.14,0.5,0.3849999999999998
NAVI,14.27,NAVI170616P00015000,put,2017-06-16 00:00:00,2017-06-05 00:00:00,15.0,0,73,0.4379,-0.7315,30.3997,-1.6185,0.8166,0.65,0.05,-0.6
NAVI,14.27,NAVI170616C00017500,call,2017-06-16 00:00:00,2017-06-05 00:00:00,17.5,0,43,0.7454,0.0653,6.8905,-1.0685,0.315,0.01,0.01,0.0
NAVI,14.27,NAVI170616P00017500,put,2017-06-16 00:00:00,2017-06-05 00:00:00,17.5,0,0,1.0178,-0.8569,8.9632,-2.5792,0.5595,3.4,1.9,-1.4250000000000007
NAVI,14.27,NAVI170616C00020000,call,2017-06-16 00:00:00,2017-06-05 00:00:00,20.0,0,0,1.1017,0.0475,3.6285,-1.2289,0.2452,0.05,0.0,-0.05
NAVI,14.27,NAVI170616P00020000,put,2017-06-16 00:00:00,2017-06-05 00:00:00,20.0,0,0,1.44,-0.8898,5.2795,-3.0413,0.4663,5.9,4.4,-1.4250000000000007
NAVI,14.27,NAVI170616C00022500,call,2017-06-16 00:00:00,2017-06-05 00:00:00,22.5,0,0,1.3947,0.0392,2.4547,-1.3322,0.21,0.05,0.0,-0.05
NAVI,14.27,NAVI170616P00022500,put,2017-06-16 00:00:00,2017-06-05 00:00:00,22.5,0,0,1.7822,-0.9061,3.7958,-3.3486,0.4149,8.4,6.8,-1.4250000000000007
NAVI,14.27,NAVI170616C00025000,call,2017-06-16 00:00:00,2017-06-05 00:00:00,25.0,0,0,1.6449,0.0343,1.8653,-1.4081,0.1882,0.05,0.0,-0.05
NAVI,14.27,NAVI170616P00025000,put,2017-06-16 00:00:00,2017-06-05 00:00:00,25.0,0,0,2.0721,-0.9161,3.0034,-3.5809,0.3817,10.9,9.2,-1.4250000000000007
NAVI,14.27,NAVI170616C00030000,call,2017-06-16 00:00:00,2017-06-05 00:00:00,30.0,0,0,2.0592,0.0287,1.286,-1.5214,0.1624,0.05,0.0,-0.05
NAVI,14.27,NAVI170616P00030000,put,2017-06-16 00:00:00,2017-06-05 00:00:00,30.0,0,0,2.5475,-0.9278,2.18,-3.9264,0.3406,15.9,14.2,-1.4250000000000007
NAVI,14.43,NAVI170616C00002500,call,2017-06-16 00:00:00,2017-06-06 00:00:00,2.5,0,0,7.8033,0.9774,0.2879,-5.0011,0.1281,12.2,12.8,0.8250000000000011
NAVI,14.43,NAVI170616P00002500,put,2017-06-16 00:00:00,2017-06-06 00:00:00,2.5,0,0,5.4626,-0.0084,0.1753,-1.4917,0.0546,0.05,0.0,-0.05
NAVI,14.43,NAVI170616C00005000,call,2017-06-16 00:00:00,2017-06-06 00:00:00,5.0,0,0,4.7974,0.9584,0.777,-5.1035,0.2125,9.7,10.3,0.8250000000000011
NAVI,14.43,NAVI170616P00005000,put,2017-06-16 00:00:00,2017-06-06 00:00:00,5.0,0,0,3.363,-0.0145,0.4586,-1.4793,0.0879,0.05,0.0,-0.05
NAVI,14.43,NAVI170616C00007500,call,2017-06-16 00:00:00,2017-06-06 00:00:00,7.5,0,0,2.803,0.9498,1.5458,-3.4688,0.247,7.1,7.8,0.9250000000000007
NAVI,14.43,NAVI170616P00007500,put,2017-06-16 00:00:00,2017-06-06 00:00:00,7.5,0,0,2.1729,-0.0227,1.0405,-1.401,0.1289,0.05,0.0,-0.05
NAVI,14.43,NAVI170616C00010000,call,2017-06-16 00:00:00,2017-06-06 00:00:00,10.0,0,0,1.7517,0.9208,3.528,-3.0939,0.3524,4.6,5.4,0.9250000000000007
NAVI,14.43,NAVI170616P00010000,put,2017-06-16 00:00:00,2017-06-06 00:00:00,10.0,0,0,1.3191,-0.0368,2.5541,-1.2673,0.1921,0.05,0.0,-0.05
NAVI,14.43,NAVI170616C00012500,call,2017-06-16 00:00:00,2017-06-06 00:00:00,12.5,0,12,0.787,0.8786,10.7303,-1.9028,0.4815,1.85,2.85,1.1750000000000007
NAVI,14.43,NAVI170616P00012500,put,2017-06-16 00:00:00,2017-06-06 00:00:00,12.5,0,471,0.7462,-0.1103,10.5714,-1.6777,0.4497,0.1,0.1,0.0
NAVI,14.43,NAVI170616C00015000,call,2017-06-16 00:00:00,2017-06-06 00:00:00,15.0,0,157,0.4381,0.3095,33.7014,-1.8481,0.8418,0.14,0.5,0.3849999999999998
NAVI,14.43,NAVI170616P00015000,put,2017-06-16 00:00:00,2017-06-06 00:00:00,15.0,0,73,0.4154,-0.7013,34.9819,-1.7145,0.8285,0.65,0.05,-0.6
NAVI,14.43,NAVI170616C00017500,call,2017-06-16 00:00:00,2017-06-06 00:00:00,17.5,0,43,0.7469,0.067,7.2803,-1.1592,0.31,0.01,0.01,0.0
NAVI,14.43,NAVI170616P00017500,put,2017-06-16 00:00:00,2017-06-06 00:00:00,17.5,0,0,0.9476,-0.8752,9.0876,-2.3166,0.491,3.2,1.9,-1.2249999999999996
NAVI,14.43,NAVI170616C00020000,call,2017-06-16 00:00:00,2017-06-06 00:00:00,20.0,0,0,1.123,0.0481,3.7308,-1.3426,0.2389,0.05,0.0,-0.05
NAVI,14.43,NAVI170616P00020000,put,2017-06-16 00:00:00,2017-06-06 00:00:00,20.0,0,0,1.3763,-0.9064,5.0857,-2.7351,0.3991,5.7,4.4,-1.2249999999999996
NAVI,14.43,NAVI170616C00022500,call,2017-06-16 00:00:00,2017-06-06 00:00:00,22.5,0,0,1.4313,0.0395,2.4943,-1.4578,0.2035,0.05,0.0,-0.05
NAVI,14.43,NAVI170616P00022500,put,2017-06-16 00:00:00,2017-06-06 00:00:00,22.5,0,0,1.9699,-0.8848,4.1306,-4.5577,0.4639,8.3,6.8,-1.325000000000001
NAVI,14.43,NAVI170616C00025000,call,2017-06-16 00:00:00,2017-06-06 00:00:00,25.0,0,0,1.6953,0.0345,1.8858,-1.5462,0.1823,0.05,0.0,-0.05
NAVI,14.43,NAVI170616P00025000,put,2017-06-16 00:00:00,2017-06-06 00:00:00,25.0,0,0,2.2869,-0.8967,3.2912,-4.8935,0.4291,10.8,9.2,-1.325000000000001
NAVI,14.43,NAVI170616C00030000,call,2017-06-16 00:00:00,2017-06-06 00:00:00,30.0,0,0,2.1301,0.0287,1.2901,-1.67,0.1567,0.05,0.0,-0.05
NAVI,14.43,NAVI170616P00030000,put,2017-06-16 00:00:00,2017-06-06 00:00:00,30.0,0,0,3.0396,-0.8856,2.6642,-7.0014,0.4617,15.9,14.2,-1.4250000000000007
NAVI,14.63,NAVI170616C00002500,call,2017-06-16 00:00:00,2017-06-07 00:00:00,2.5,0,0,8.2672,0.9778,0.2785,-5.5816,0.1213,12.4,12.8,0.625
NAVI,14.63,NAVI170616P00002500,put,2017-06-16 00:00:00,2017-06-07 00:00:00,2.5,0,0,5.7953,-0.0082,0.1692,-1.6661,0.0517,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00005000,call,2017-06-16 00:00:00,2017-06-07 00:00:00,5.0,0,0,5.101,0.9592,0.7475,-5.7059,0.2009,9.9,10.3,0.625
NAVI,14.63,NAVI170616P00005000,put,2017-06-16 00:00:00,2017-06-07 00:00:00,5.0,0,0,3.5812,-0.0142,0.4393,-1.6517,0.0829,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00007500,call,2017-06-16 00:00:00,2017-06-07 00:00:00,7.5,0,0,2.9999,0.9511,1.4726,-3.8902,0.2327,7.3,7.8,0.7249999999999996
NAVI,14.63,NAVI170616P00007500,put,2017-06-16 00:00:00,2017-06-07 00:00:00,7.5,0,0,2.3285,-0.0221,0.9864,-1.5679,0.121,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00010000,call,2017-06-16 00:00:00,2017-06-07 00:00:00,10.0,0,0,1.5289,0.956,2.6508,-1.8232,0.2135,4.7,5.4,0.8250000000000011
NAVI,14.63,NAVI170616P00010000,put,2017-06-16 00:00:00,2017-06-07 00:00:00,10.0,0,0,1.4313,-0.0354,2.373,-1.4249,0.1789,0.05,0.0,-0.05
NAVI,14.63,NAVI170616C00012500,call,2017-06-16 00:00:00,2017-06-07 00:00:00,12.5,10,12,0.8827,0.8861,9.517,-2.1816,0.4426,2.17,2.85,0.8550000000000004
NAVI,14.63,NAVI170616P00012500,put,2017-06-16 00:00:00,2017-06-07 00:00:00,12.5,0,471,0.8377,-0.1032,9.3406,-1.9208,0.4122,0.1,0.1,0.0
NAVI,14.63,NAVI170616C00015000,call,2017-06-16 00:00:00,2017-06-07 00:00:00,15.0,9,157,0.4406,0.3723,37.4093,-2.1328,0.8683,0.15,0.5,0.375
NAVI,14.63,NAVI170616P00015000,put,2017-06-16 00:00:00,2017-06-07 00:00:00,15.0,0,73,0.4185,-0.6356,39.1128,-2.0015,0.8623,0.6,0.05,-0.5499999999999999
NAVI,14.63,NAVI170616C00017500,call,2017-06-16 00:00:00,2017-06-07 00:00:00,17.5,0,43,0.7423,0.0695,7.8395,-1.2673,0.3066,0.01,0.01,0.0
NAVI,14.63,NAVI170616P00017500,put,2017-06-16 00:00:00,2017-06-07 00:00:00,17.5,0,0,0.8316,-0.9044,8.8936,-1.7922,0.3896,2.95,1.9,-0.9749999999999996
NAVI,14.63,NAVI170616C00020000,call,2017-06-16 00:00:00,2017-06-07 00:00:00,20.0,0,0,1.1421,0.049,3.8691,-1.4803,0.2328,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00020000,put,2017-06-16 00:00:00,2017-06-07 00:00:00,20.0,0,0,1.4023,-0.9051,5.2491,-3.0135,0.3878,5.5,4.4,-1.0250000000000004
NAVI,14.63,NAVI170616C00022500,call,2017-06-16 00:00:00,2017-06-07 00:00:00,22.5,0,0,1.4694,0.0399,2.5508,-1.6152,0.1975,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00022500,put,2017-06-16 00:00:00,2017-06-07 00:00:00,22.5,0,0,2.0252,-0.8841,4.1992,-5.0354,0.448,8.1,6.8,-1.125
NAVI,14.63,NAVI170616C00025000,call,2017-06-16 00:00:00,2017-06-07 00:00:00,25.0,0,0,1.7487,0.0347,1.9121,-1.7147,0.1761,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00025000,put,2017-06-16 00:00:00,2017-06-07 00:00:00,25.0,0,0,2.3613,-0.8963,3.3241,-5.418,0.4135,10.6,9.2,-1.125
NAVI,14.63,NAVI170616C00030000,call,2017-06-16 00:00:00,2017-06-07 00:00:00,30.0,0,0,2.2079,0.0287,1.2954,-1.8518,0.1507,0.05,0.0,-0.05
NAVI,14.63,NAVI170616P00030000,put,2017-06-16 00:00:00,2017-06-07 00:00:00,30.0,0,0,2.597,-0.9405,1.9864,-3.9081,0.2718,15.5,14.2,-1.0250000000000004
NAVI,14.91,NAVI170616C00002500,call,2017-06-16 00:00:00,2017-06-08 00:00:00,2.5,0,0,8.9905,0.9776,0.2681,-6.6013,0.1174,12.7,12.8,0.32500000000000107
NAVI,14.91,NAVI170616P00002500,put,2017-06-16 00:00:00,2017-06-08 00:00:00,2.5,0,0,6.189,-0.008,0.161,-1.8777,0.0485,0.05,0.0,-0.05
NAVI,14.91,NAVI170616C00005000,call,2017-06-16 00:00:00,2017-06-08 00:00:00,5.0,0,0,5.5725,0.9588,0.7174,-6.7871,0.1946,10.2,10.3,0.32500000000000107
NAVI,14.91,NAVI170616P00005000,put,2017-06-16 00:00:00,2017-06-08 00:00:00,5.0,0,0,3.8467,-0.0138,0.4143,-1.8668,0.0776,0.05,0.0,-0.05
NAVI,14.91,NAVI170616C00007500,call,2017-06-16 00:00:00,2017-06-08 00:00:00,7.5,0,0,4.0657,0.9255,1.5702,-7.9082,0.3108,7.8,7.8,0.22499999999999964
NAVI,14.91,NAVI170616P00007500,put,2017-06-16 00:00:00,2017-06-08 00:00:00,7.5,0,0,2.5223,-0.0213,0.9177,-1.7776,0.1127,0.05,0.0,-0.05
NAVI,14.91,NAVI170616C00010000,call,2017-06-16 00:00:00,2017-06-08 00:00:00,10.0,0,0,2.4239,0.902,3.233,-5.79,0.3815,5.2,5.4,0.32500000000000107
NAVI,14.91,NAVI170616P00010000,put,2017-06-16 00:00:00,2017-06-08 00:00:00,10.0,0,0,1.5747,-0.0336,2.1486,-1.6221,0.1647,0.05,0.0,-0.05
NAVI,14.91,NAVI170616C00012500,call,2017-06-16 00:00:00,2017-06-08 00:00:00,12.5,0,7,0.9314,0.9112,7.8208,-2.0735,0.3547,2.17,2.85,0.8550000000000004
NAVI,14.91,NAVI170616P00012500,put,2017-06-16 00:00:00,2017-06-08 00:00:00,12.5,0,471,0.8057,-0.0619,6.8691,-1.3571,0.2695,0.05,0.1,0.05
NAVI,14.91,NAVI170616C00015000,call,2017-06-16 00:00:00,2017-06-08 00:00:00,15.0,144,166,0.3883,0.4701,46.4262,-2.1367,0.8778,0.3,0.5,0.22499999999999964
NAVI,14.91,NAVI170616P00015000,put,2017-06-16 00:00:00,2017-06-08 00:00:00,15.0,2,73,0.4005,-0.5283,45.0247,-2.1941,0.8781,0.29,0.05,-0.24
NAVI,14.91,NAVI170616C00017500,call,2017-06-16 00:00:00,2017-06-08 00:00:00,17.5,0,43,0.7198,0.0736,8.7817,-1.3864,0.3078,0.01,0.01,0.0
NAVI,14.91,NAVI170616P00017500,put,2017-06-16 00:00:00,2017-06-08 00:00:00,17.5,0,0,0.8804,-0.8777,10.4338,-2.4522,0.4473,2.7,1.9,-0.7249999999999996
NAVI,14.91,NAVI170616C00020000,call,2017-06-16 00:00:00,2017-06-08 00:00:00,20.0,0,0,1.149,0.0503,4.0878,-1.6439,0.2287,0.05,0.0,-0.05
NAVI,14.91,NAVI170616P00020000,put,2017-06-16 00:00:00,2017-06-08 00:00:00,20.0,0,0,1.6022,-0.8686,6.0277,-4.6995,0.4702,5.3,4.4,-0.8250000000000011
NAVI,14.91,NAVI170616C00022500,call,2017-06-16 00:00:00,2017-06-08 00:00:00,22.5,0,0,1.4984,0.0405,2.6348,-1.8019,0.1922,0.05,0.0,-0.05
NAVI,14.91,NAVI170616P00022500,put,2017-06-16 00:00:00,2017-06-08 00:00:00,22.5,0,0,2.2427,-0.8585,4.5301,-6.9243,0.4947,7.9,6.8,-0.9250000000000007
NAVI,14.91,NAVI170616C00025000,call,2017-06-16 00:00:00,2017-06-08 00:00:00,25.0,0,0,1.7952,0.035,1.9491,-1.9132,0.1704,0.05,0.0,-0.05
NAVI,14.91,NAVI170616P00025000,put,2017-06-16 00:00:00,2017-06-08 00:00:00,25.0,0,0,2.3777,-0.9019,3.2973,-5.6606,0.3817,10.3,9.2,-0.8250000000000011
NAVI,14.91,NAVI170616C00030000,call,2017-06-16 00:00:00,2017-06-08 00:00:00,30.0,0,0,2.2858,0.0289,1.307,-2.0798,0.1455,0.05,0.0,-0.05
NAVI,14.91,NAVI170616P00030000,put,2017-06-16 00:00:00,2017-06-08 00:00:00,30.0,0,0,2.9545,-0.9163,2.3605,-6.2549,0.3396,15.3,14.2,-0.8250000000000011
NAVI,15.26,NAVI170616C00002500,call,2017-06-16 00:00:00,2017-06-09 00:00:00,2.5,0,0,9.2102,0.9801,0.2475,-6.6996,0.1017,13.0,12.8,0.025000000000000355
NAVI,15.26,NAVI170616P00002500,put,2017-06-16 00:00:00,2017-06-09 00:00:00,2.5,0,0,6.6772,-0.0078,0.1516,-2.1555,0.0452,0.05,0.0,-0.05
NAVI,15.26,NAVI170616C00005000,call,2017-06-16 00:00:00,2017-06-09 00:00:00,5.0,0,0,5.072,0.9738,0.5668,-4.6542,0.1283,10.4,10.3,0.125
NAVI,15.26,NAVI170616P00005000,put,2017-06-16 00:00:00,2017-06-09 00:00:00,5.0,0,0,4.1779,-0.0133,0.3858,-2.1478,0.0719,0.05,0.0,-0.05
NAVI,15.26,NAVI170616C00007500,call,2017-06-16 00:00:00,2017-06-09 00:00:00,7.5,0,0,3.8651,0.9447,1.3689,-6.5277,0.2361,8.0,7.8,0.025000000000000355
NAVI,15.26,NAVI170616P00007500,put,2017-06-16 00:00:00,2017-06-09 00:00:00,7.5,0,0,2.7649,-0.0203,0.8398,-2.0477,0.1036,0.05,0.0,-0.05
NAVI,15.26,NAVI170616C00010000,call,2017-06-16 00:00:00,2017-06-09 00:00:00,10.0,0,0,2.1965,0.9385,2.6177,-4.0349,0.2566,5.4,5.4,0.125
NAVI,15.26,NAVI170616P00010000,put,2017-06-16 00:00:00,2017-06-09 00:00:00,10.0,0,0,1.7593,-0.0316,1.9126,-1.8881,0.1502,0.05,0.0,-0.05
NAVI,15.26,NAVI170616C00012500,call,2017-06-16 00:00:00,2017-06-09 00:00:00,12.5,0,7,1.3531,0.8768,7.13,-4.1712,0.4305,2.17,2.85,0.8550000000000004
NAVI,15.26,NAVI170616P00012500,put,2017-06-16 00:00:00,2017-06-09 00:00:00,12.5,0,471,0.946,-0.056,5.6461,-1.6114,0.2383,0.05,0.1,0.05
NAVI,15.26,NAVI170616C00015000,call,2017-06-16 00:00:00,2017-06-09 00:00:00,15.0,16,304,0.4242,0.6266,42.261,-2.432,0.7999,0.4,0.5,0.125
