Symbol,UnderlyingPrice,OptionSymbol,Type,Expiration,DataDate,DaysLeft,Strike,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,PurchasePrice,ExpirationPrice,Profit,calliv,putiv,meaniv,callvol,putvol,calloi,putoi
F,11.41,F170714P00015000,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,15.0,0,0,0.981,-0.74,8.4437,-1.4407,1.2703,4.1,3.7,-0.22,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170714C00015000,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,15.0,0,0,0.6062,0.1132,8.0874,-0.5307,0.7518,0.12,0.0,-0.12,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170714P00014500,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,14.5,0,0,0.6575,-0.8284,9.8868,-0.7534,0.9968,3.3,3.3,0.08,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170714C00014500,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,14.5,0,0,0.5264,0.1085,9.0323,-0.4472,0.7292,0.1,0.0,-0.1,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170714P00014000,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,14.0,0,0,0.9167,-0.6886,9.8467,-1.468,1.3842,3.2,2.84,-0.32,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170714P00013500,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,13.5,0,0,0.7069,-0.7159,12.2456,-1.0839,1.3274,2.52,2.35,-0.14,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170714C00013500,call,2017-07-14 00:00:00,2017-06-01 00:00:00,43,13.5,0,0,0.4341,0.1463,13.4878,-0.4544,0.8979,0.12,0.0,-0.12,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170714P00013000,put,2017-07-14 00:00:00,2017-06-01 00:00:00,43,13.0,0,0,0.6173,-0.6944,14.502,-0.9788,1.3728,2.01,1.85,-0.13,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F180119C00024750,call,2018-01-19 00:00:00,2017-06-01 00:00:00,232,24.75,0,1119,0.4204,0.0163,1.0609,-0.0335,0.369,0.01,0.01,0.0,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00019000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,19.0,0,0,1.2215,0.0605,3.5061,-0.9333,0.336,0.08,0.0,-0.08,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00018500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,18.5,0,0,1.1192,-0.9475,3.4201,-0.7518,0.3003,7.15,7.3,0.23,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00018500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,18.5,0,0,1.2524,0.0781,4.1626,-1.1649,0.409,0.11,0.0,-0.11,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00010000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,10.0,0,243,0.3922,-0.0778,13.2537,-0.3629,0.4077,0.04,0.01,-0.03,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00010000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,10.0,0,2,0.5238,0.8625,14.991,-0.7391,0.6159,1.08,1.12,0.04,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00009500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,9.5,0,23,0.4745,-0.0513,7.9221,-0.3177,0.2949,0.01,0.01,0.0,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
