Symbol,UnderlyingPrice,OptionSymbol,Type,Expiration,DataData,Strike,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,PurchasePrice,ExpirationPrice,Profit
AAPL,150.05,AAPL171215C00190000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,190.0,209,2635,0.2543,0.0753,0.6097,-1.2229,13.0043,0.48,0.48,-190.0
AAPL,150.05,AAPL171215P00190000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,190.0,0,663,0.3249,-0.8614,0.743,-2.3015,20.2488,40.25,40.25,190.0
AAPL,150.05,AAPL171215C00195000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,195.0,222,1477,0.2442,0.0468,0.4372,-0.8089,8.9575,0.36,0.36,-195.0
AAPL,150.05,AAPL171215P00195000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,195.0,0,225,0.349,-0.8684,0.6673,-2.3861,19.5378,39.98,39.98,195.0
AAPL,150.05,AAPL171215C00200000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,200.0,191,5129,0.2684,0.0478,0.405,-0.9047,9.12,0.28,0.28,-200.0
AAPL,150.05,AAPL171215P00200000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,200.0,1390,2106,0.3641,-0.8806,0.598,-2.3187,18.2624,51.7,51.7,200.0
AAPL,150.05,AAPL171215C00205000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,205.0,33,650,0.2781,0.0402,0.34,-0.8148,7.9311,0.22,0.22,-205.0
AAPL,150.05,AAPL171215P00205000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,205.0,15,0,0.3915,-0.8815,0.553,-2.4853,18.1642,56.55,56.55,205.0
AAPL,150.05,AAPL171215C00210000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,210.0,45,713,0.2897,0.0354,0.2938,-0.764,7.1401,0.15,0.15,-210.0
AAPL,150.05,AAPL171215P00210000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,210.0,0,0,0.4183,-0.882,0.5159,-2.651,18.1024,61.75,61.75,210.0
AAPL,150.05,AAPL171215C00215000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,215.0,181,795,0.3015,0.0316,0.2575,-0.725,6.5125,0.12,0.12,-215.0
AAPL,150.05,AAPL171215P00215000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,215.0,0,20,0.4579,-0.8736,0.4946,-3.0627,18.9982,66.15,66.15,214.99999999999997
AAPL,150.05,AAPL171215C00220000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,220.0,24,721,0.2951,0.0212,0.1884,-0.5081,4.6643,0.09,0.09,-220.0
AAPL,150.05,AAPL171215P00220000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,220.0,0,36,0.4781,-0.8774,0.4638,-3.1301,18.6001,70.55,70.55,220.0
AAPL,150.05,AAPL171215C00225000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,225.0,10,471,0.3048,0.0188,0.1645,-0.4734,4.2074,0.08,0.08,-225.0
AAPL,150.05,AAPL171215P00225000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,225.0,0,20,0.5362,-0.858,0.4576,-3.9168,20.5851,74.6,74.6,225.00000000000003
AAPL,150.05,AAPL171215C00230000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,230.0,0,477,0.3161,0.0173,0.148,-0.4578,3.9251,0.09,0.09,-230.0
AAPL,150.05,AAPL171215P00230000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,230.0,0,40,0.5558,-0.8614,0.4343,-3.9915,20.2456,80.2,80.2,230.0
AAPL,150.05,AAPL171215C00235000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,235.0,0,337,0.3413,0.0204,0.1578,-0.569,4.5183,0.06,0.06,-235.0
AAPL,150.05,AAPL171215P00235000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,235.0,0,20,0.5797,-0.8618,0.4156,-4.1579,20.2082,85.6,85.6,235.00000000000003
AAPL,150.05,AAPL171215C00240000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,240.0,0,1622,0.3395,0.0155,0.1249,-0.4457,3.5586,0.05,0.05,-240.0
AAPL,150.05,AAPL171215P00240000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,240.0,0,26,0.593,-0.8674,0.3949,-4.1301,19.6449,90.85,90.85,240.00000000000003
AAPL,150.05,AAPL171215C00245000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,245.0,0,698,0.352,0.015,0.1174,-0.4499,3.4659,0.06,0.06,-245.0
AAPL,150.05,AAPL171215P00245000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,245.0,0,60,0.6159,-0.8673,0.3804,-4.2933,19.6507,94.75,94.75,245.0
AAPL,150.05,AAPL171215C00250000,call,2017-12-15 00:00:00,2017-08-01 00:00:00,250.0,0,551,0.3611,0.0138,0.1068,-0.4309,3.2358,0.04,0.04,-250.0
AAPL,150.05,AAPL171215P00250000,put,2017-12-15 00:00:00,2017-08-01 00:00:00,250.0,0,44,0.6306,-0.8711,0.3642,-4.3067,19.2662,99.7,99.7,250.0
AAPL,150.05,AAPL180119C00002500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,2.5,0,7,5.513,0.9985,0.0009,-0.7977,0.4946,150.18,150.18,-2.5
AAPL,150.05,AAPL180119P00002500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,2.5,0,0,2.8831,-0.0011,0.0012,-0.3175,0.3769,0.18,0.18,2.5
AAPL,150.05,AAPL180119C00005000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,5.0,0,0,3.7593,0.9955,0.0034,-1.4998,1.3628,147.98,147.98,-5.0
AAPL,150.05,AAPL180119P00005000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,5.0,0,1,3.8223,-0.0045,0.0034,-1.5224,1.3637,0.02,0.02,5.0
AAPL,150.05,AAPL180119C00007500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,7.5,0,0,3.0892,0.9933,0.0059,-1.7349,1.917,144.25,144.25,-7.5
AAPL,150.05,AAPL180119P00007500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,7.5,0,0,3.166,-0.0068,0.0059,-1.8086,1.9557,1.84,1.84,7.5
AAPL,150.05,AAPL180119C00010000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,10.0,0,3,2.7071,0.9915,0.0083,-1.8749,2.3625,144.15,144.15,-10.0
AAPL,150.05,AAPL180119P00010000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,10.0,0,0,2.7703,-0.0087,0.0083,-1.966,2.4296,1.84,1.84,10.0
AAPL,150.05,AAPL180119C00012500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,12.5,0,0,2.4551,0.9898,0.0107,-2.0013,2.7789,139.3,139.3,-12.5
AAPL,150.05,AAPL180119P00012500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,12.5,0,0,2.4094,-0.0098,0.0106,-1.8998,2.6996,1.61,1.61,12.5
AAPL,150.05,AAPL180119C00015000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,15.0,0,0,2.2459,0.9883,0.0132,-2.0657,3.1335,136.8,136.8,-15.0
AAPL,150.05,AAPL180119P00015000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,15.0,0,0,2.4026,-0.0131,0.0137,-2.4278,3.4599,2.25,2.25,15.0
AAPL,150.05,AAPL180119C00017500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,17.5,0,0,2.0771,0.9869,0.0158,-2.1121,3.4619,134.3,134.3,-17.5
AAPL,150.05,AAPL180119P00017500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,17.5,0,0,2.0859,-0.0132,0.0159,-2.1248,3.4879,1.76,1.76,17.5
AAPL,150.05,AAPL180119C00020000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,20.0,0,0,1.9361,0.9855,0.0185,-2.1461,3.7715,131.8,131.8,-20.0
AAPL,150.05,AAPL180119P00020000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,20.0,0,0,2.0692,-0.0165,0.0193,-2.5517,4.2227,2.26,2.26,20.0
AAPL,150.05,AAPL180119C00022500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,22.5,0,0,1.9089,0.9824,0.0221,-2.4997,4.4566,129.7,129.7,-22.5
AAPL,150.05,AAPL180119P00022500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,22.5,0,0,1.9081,-0.0176,0.0221,-2.4815,4.4534,2.12,2.12,22.5
AAPL,150.05,AAPL180119C00025000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,25.0,0,0,1.7971,0.9809,0.0252,-2.5253,4.7797,127.2,127.2,-24.999999999999986
AAPL,150.05,AAPL180119P00025000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,25.0,0,0,1.6473,-0.0156,0.0232,-1.9362,4.025,1.46,1.46,25.0
AAPL,150.05,AAPL180119C00030000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,30.0,0,0,1.5519,0.9797,0.0308,-2.3019,5.0348,121.9,121.9,-30.0
AAPL,150.05,AAPL180119P00030000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,30.0,0,30,1.0511,-0.0047,0.0126,-0.4295,1.3992,0.02,0.02,30.0
AAPL,150.05,AAPL180119C00035000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,35.0,0,0,1.4129,0.9767,0.038,-2.3575,5.6572,116.95,116.95,-34.999999999999986
AAPL,150.05,AAPL180119P00035000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,35.0,0,0,1.4805,-0.0259,0.0396,-2.6752,6.1892,2.26,2.26,35.0
AAPL,150.05,AAPL180119C00040000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,40.0,0,0,1.2621,0.9752,0.0448,-2.2226,5.9584,101.2,101.2,-39.999999999999986
AAPL,150.05,AAPL180119P00040000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,40.0,0,0,1.2445,-0.0239,0.044,-2.099,5.7777,1.6,1.6,40.0
AAPL,150.05,AAPL180119C00042500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,42.5,0,58,1.2067,0.9739,0.0489,-2.22,6.2202,111.21,111.21,-42.499999999999986
AAPL,150.05,AAPL180119P00042500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,42.5,0,4681,0.6027,-0.0005,0.0031,-0.0347,0.1972,0.01,0.01,42.5
AAPL,150.05,AAPL180119C00045000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,45.0,0,0,1.2134,0.969,0.0561,-2.5717,7.1744,107.2,107.2,-44.999999999999986
AAPL,150.05,AAPL180119P00045000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,45.0,0,0,1.1764,-0.0287,0.0543,-2.3151,6.7425,1.84,1.84,45.0
AAPL,150.05,AAPL180119C00047500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,47.5,0,24,1.1556,0.9679,0.0606,-2.5233,7.385,106.61,106.61,-47.500000000000014
AAPL,150.05,AAPL180119P00047500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,47.5,0,8683,0.8974,-0.0146,0.0401,-0.9933,3.7927,0.01,0.01,47.5
AAPL,150.05,AAPL180119C00050000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,50.0,0,3564,1.1394,0.9641,0.0674,-2.7278,8.1002,98.95,98.95,-49.999999999999986
AAPL,150.05,AAPL180119P00050000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,50.0,1,7766,0.6006,-0.002,0.0102,-0.113,0.6448,0.02,0.02,50.0
AAPL,150.05,AAPL180119C00055000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,55.0,10,1468,0.751,0.9865,0.0448,-0.8156,3.5501,94.35,94.35,-55.0
AAPL,150.05,AAPL180119P00055000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,55.0,2,4027,0.6584,-0.007,0.029,-0.3866,2.0126,0.02,0.02,55.0
AAPL,150.05,AAPL180119C00060000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,60.0,0,2360,0.736,0.981,0.0615,-1.0655,4.7713,90.0,90.0,-60.0
AAPL,150.05,AAPL180119P00060000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,60.0,0,11147,0.6139,-0.0083,0.036,-0.4174,2.331,0.2,0.2,60.0
AAPL,150.05,AAPL180119C00065000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,65.0,0,553,0.8559,0.9576,0.1029,-2.3629,9.2865,85.91,85.91,-65.0
AAPL,150.05,AAPL180119P00065000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,65.0,10,9701,0.5601,-0.0087,0.0411,-0.3969,2.43,0.03,0.03,65.0
AAPL,150.05,AAPL180119C00070000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,70.0,1,1758,0.804,0.9518,0.1212,-2.4591,10.2829,80.0,80.0,-70.0
AAPL,150.05,AAPL180119P00070000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,70.0,20,10815,0.4597,-0.0049,0.03,-0.1948,1.4532,0.03,0.03,70.0
AAPL,150.05,AAPL180119C00075000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,75.0,0,1643,0.7412,0.9477,0.1404,-2.4237,10.978,78.6,78.6,-75.0
AAPL,150.05,AAPL180119P00075000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,75.0,0,18753,0.3988,-0.0037,0.0268,-0.1309,1.1258,0.05,0.05,75.0
AAPL,150.05,AAPL180119C00080000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,80.0,27,2883,0.6824,0.9432,0.1627,-2.3844,11.7116,69.35,69.35,-80.0
AAPL,150.05,AAPL180119P00080000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,80.0,1,13030,0.4318,-0.0113,0.0669,-0.3835,3.0478,0.08,0.08,80.0
AAPL,150.05,AAPL180119C00082500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,82.5,0,46,0.6544,0.9409,0.1752,-2.3634,12.0955,67.87,67.87,-82.5
AAPL,150.05,AAPL180119P00082500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,82.5,0,6392,0.3677,-0.0061,0.0456,-0.1895,1.7688,0.09,0.09,82.5
AAPL,150.05,AAPL180119C00085000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,85.0,5,3509,0.6272,0.9384,0.1888,-2.3412,12.4919,64.75,64.75,-85.0
AAPL,150.05,AAPL180119P00085000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,85.0,429,21310,0.3562,-0.007,0.0532,-0.2072,1.9974,0.1,0.1,85.0
AAPL,150.05,AAPL180119C00087500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,87.5,0,473,0.6007,0.9358,0.2036,-2.3181,12.9022,61.28,61.28,-87.5
AAPL,150.05,AAPL180119P00087500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,87.5,197,10937,0.3732,-0.0124,0.084,-0.3595,3.3071,0.11,0.11,87.5
AAPL,150.05,AAPL180119C00090000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,90.0,38,7089,0.4831,0.9568,0.1848,-1.387,9.4187,60.1,60.1,-90.0
AAPL,150.05,AAPL180119P00090000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,90.0,120,35018,0.336,-0.0096,0.0743,-0.2577,2.6337,0.11,0.11,90.0
AAPL,150.05,AAPL180119C00092500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,92.5,1,864,0.4897,0.9468,0.2155,-1.6512,11.1333,56.6,56.6,-92.5
AAPL,150.05,AAPL180119P00092500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,92.5,190,10308,0.3492,-0.0158,0.1107,-0.4146,4.0775,0.15,0.15,92.5
AAPL,150.05,AAPL180119C00095000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,95.0,129,6628,0.4672,0.9444,0.2338,-1.6326,11.5221,54.6,54.6,-95.0
AAPL,150.05,AAPL180119P00095000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,95.0,106,29187,0.339,-0.0183,0.1288,-0.4544,4.6046,0.17,0.17,95.0
AAPL,150.05,AAPL180119C00097500,call,2018-01-19 00:00:00,2017-08-01 00:00:00,97.5,0,1256,0.4452,0.9419,0.254,-1.613,11.9297,51.1,51.1,-97.5
AAPL,150.05,AAPL180119P00097500,put,2018-01-19 00:00:00,2017-08-01 00:00:00,97.5,95,14359,0.3301,-0.0214,0.151,-0.505,5.2575,0.19,0.19,97.5
AAPL,150.05,AAPL180119C00100000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,100.0,1191,35452,0.3362,0.9702,0.196,-0.7485,6.9522,50.0,50.0,-100.0
AAPL,150.05,AAPL180119P00100000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,100.0,161,39621,0.3015,-0.019,0.1496,-0.4173,4.7567,0.25,0.25,100.0
AAPL,150.05,AAPL180119C00105000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,105.0,164,11580,0.358,0.9434,0.3093,-1.2881,11.6806,45.25,45.25,-105.0
AAPL,150.05,AAPL180119P00105000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,105.0,334,29796,0.3064,-0.0349,0.2452,-0.7059,7.9228,0.35,0.35,105.0
AAPL,150.05,AAPL180119C00110000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,110.0,384,27176,0.2537,0.9701,0.2606,-0.5892,6.9732,40.06,40.06,-110.0
AAPL,150.05,AAPL180119P00110000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,110.0,114,42386,0.2964,-0.0507,0.3428,-0.9232,10.7181,0.51,0.51,110.0
AAPL,150.05,AAPL180119C00115000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,115.0,135,16107,0.2997,0.92,0.483,-1.4078,15.2684,34.55,34.55,-115.00000000000001
AAPL,150.05,AAPL180119P00115000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,115.0,48,30846,0.2857,-0.0716,0.4655,-1.164,14.028,0.77,0.77,115.0
AAPL,150.05,AAPL180119C00120000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,120.0,254,45102,0.2821,0.8962,0.6225,-1.5981,18.5219,31.0,31.0,-120.0
AAPL,150.05,AAPL180119P00120000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,120.0,661,52226,0.258,-0.0868,0.5967,-1.2151,16.2371,1.12,1.12,120.0
AAPL,150.05,AAPL180119C00125000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,125.0,276,38374,0.2669,0.8638,0.7968,-1.8213,22.4357,26.5,26.5,-125.0
AAPL,150.05,AAPL180119P00125000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,125.0,142,31939,0.2663,-0.1358,0.7968,-1.7278,22.3837,1.74,1.74,125.0
AAPL,150.05,AAPL180119C00130000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,130.0,243,47725,0.2425,0.83,1.016,-1.913,25.9906,22.3,22.3,-130.0
AAPL,150.05,AAPL180119P00130000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,130.0,1391,29374,0.2602,-0.1838,0.9948,-2.0569,27.3053,2.58,2.58,130.0
AAPL,150.05,AAPL180119C00135000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,135.0,259,35395,0.2688,0.7495,1.1525,-2.6312,32.6715,18.2,18.2,-135.0
AAPL,150.05,AAPL180119P00135000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,135.0,1282,29243,0.2425,-0.2337,1.2299,-2.2048,31.4632,3.5,3.5,135.0
AAPL,150.05,AAPL180119C00140000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,140.0,625,72125,0.2259,0.7031,1.4915,-2.4101,35.5429,14.6,14.6,-140.0
AAPL,150.05,AAPL180119P00140000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,140.0,1160,33153,0.2417,-0.3054,1.412,-2.5089,35.9964,5.0,5.0,140.0
AAPL,150.05,AAPL180119C00145000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,145.0,338,24241,0.243,0.6164,1.5303,-2.8407,39.2154,11.65,11.65,-145.0
AAPL,150.05,AAPL180119P00145000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,145.0,384,15986,0.2371,-0.3823,1.5666,-2.6718,39.1773,7.1,7.1,145.0
AAPL,150.05,AAPL180119C00150000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,150.0,3151,50047,0.2234,0.5344,1.7325,-2.7149,40.82,9.11,9.11,-150.0
AAPL,150.05,AAPL180119P00150000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,150.0,804,20973,0.2473,-0.4627,1.564,-2.8953,40.7935,9.45,9.45,150.0
AAPL,150.05,AAPL180119C00155000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,155.0,2744,32911,0.2234,0.449,1.7244,-2.6962,40.6374,6.7,6.7,-155.0
AAPL,150.05,AAPL180119P00155000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,155.0,300,5139,0.2537,-0.5372,1.5246,-2.9617,40.7941,12.3,12.3,155.0
AAPL,150.05,AAPL180119C00160000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,160.0,4309,34215,0.2169,0.3631,1.684,-2.4782,38.5343,4.96,4.96,-160.0
AAPL,150.05,AAPL180119P00160000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,160.0,44,4176,0.2538,-0.6087,1.4735,-2.8529,39.4404,15.4,15.4,160.0
AAPL,150.05,AAPL180119C00165000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,165.0,542,18834,0.2146,0.2859,1.5431,-2.2177,34.9209,3.65,3.65,-165.0
AAPL,150.05,AAPL180119P00165000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,165.0,2,3673,0.26,-0.6694,1.3574,-2.747,37.2216,19.54,19.54,165.0
AAPL,150.05,AAPL180119C00170000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,170.0,1194,27712,0.2175,0.2247,1.3419,-1.9786,30.7805,2.65,2.65,-170.0
AAPL,150.05,AAPL180119P00170000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,170.0,10,7572,0.2677,-0.7201,1.2241,-2.615,34.5631,23.55,23.55,170.0
AAPL,150.05,AAPL180119C00175000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,175.0,309,11165,0.2363,0.194,1.1329,-1.9685,28.2307,1.85,1.85,-175.0
AAPL,150.05,AAPL180119P00175000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,175.0,1,3468,0.2741,-0.7642,1.0938,-2.4359,31.618,27.85,27.85,175.0
AAPL,150.05,AAPL180119C00180000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,180.0,342,17949,0.241,0.1554,0.9643,-1.7426,24.5158,1.33,1.33,-180.0
AAPL,150.05,AAPL180119P00180000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,180.0,0,3966,0.2853,-0.7963,0.9662,-2.3206,29.0705,31.81,31.81,180.0
AAPL,150.05,AAPL180119C00185000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,185.0,143,6946,0.2227,0.0985,0.7591,-1.1702,17.8284,0.92,0.92,-185.0
AAPL,150.05,AAPL180119P00185000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,185.0,0,537,0.2926,-0.8263,0.8538,-2.1441,26.3517,35.45,35.45,185.0
AAPL,150.05,AAPL180119C00190000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,190.0,164,5810,0.2543,0.1034,0.6886,-1.3836,18.472,0.7,0.7,-190.0
AAPL,150.05,AAPL180119P00190000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,190.0,0,1582,0.3022,-0.849,0.7545,-2.0087,24.0476,41.21,41.21,190.0
AAPL,150.05,AAPL180119C00195000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,195.0,12,2884,0.2637,0.0877,0.5882,-1.2697,16.3588,0.5,0.5,-195.0
AAPL,150.05,AAPL180119P00195000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,195.0,0,486,0.3264,-0.8545,0.6815,-2.1186,23.4579,51.7,51.7,195.0
AAPL,150.05,AAPL180119C00200000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,200.0,356,10167,0.244,0.0515,0.4216,-0.7789,10.8486,0.37,0.37,-200.0
AAPL,150.05,AAPL180119P00200000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,200.0,0,871,0.3385,-0.8685,0.6134,-2.0434,21.9025,48.85,48.85,200.0
AAPL,150.05,AAPL180119C00205000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,205.0,54,4847,0.264,0.0516,0.3899,-0.8433,10.858,0.3,0.3,-205.0
AAPL,150.05,AAPL180119P00205000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,205.0,0,5,0.3585,-0.8737,0.5631,-2.1037,21.2941,52.05,52.05,205.0
AAPL,150.05,AAPL180119C00210000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,210.0,0,2558,0.3036,0.0658,0.4104,-1.1732,13.1443,0.26,0.26,-210.0
AAPL,150.05,AAPL180119P00210000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,210.0,0,2,0.3729,-0.882,0.5163,-2.081,20.3057,60.5,60.5,210.0
AAPL,150.05,AAPL180119C00215000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,215.0,37,2005,0.2659,0.0302,0.2502,-0.5486,7.0175,0.21,0.21,-215.0
AAPL,150.05,AAPL180119P00215000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,215.0,0,8,0.4307,-0.8574,0.5095,-2.7811,23.1483,67.55,67.55,215.0
AAPL,150.05,AAPL180119C00220000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,220.0,56,2036,0.2751,0.0267,0.2186,-0.5129,6.343,0.17,0.17,-220.0
AAPL,150.05,AAPL180119P00220000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,220.0,0,30,0.4515,-0.8599,0.4802,-2.8803,22.8651,68.55,68.55,220.0
AAPL,150.05,AAPL180119C00225000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,225.0,0,1379,0.2625,0.0155,0.1441,-0.3079,3.9916,0.11,0.11,-225.0
AAPL,150.05,AAPL180119P00225000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,225.0,0,80,0.4649,-0.8666,0.4511,-2.8649,22.1194,73.5,73.5,225.0
AAPL,150.05,AAPL180119C00230000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,230.0,10,1338,0.2902,0.0204,0.1654,-0.4315,5.062,0.15,0.15,-230.0
AAPL,150.05,AAPL180119P00230000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,230.0,0,0,0.4867,-0.8669,0.4301,-2.9969,22.0802,82.6,82.6,230.00000000000003
AAPL,150.05,AAPL180119C00235000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,235.0,80,1025,0.2959,0.0175,0.1422,-0.3856,4.4383,0.11,0.11,-235.0
AAPL,150.05,AAPL180119P00235000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,235.0,0,3,0.5192,-0.8602,0.4169,-3.318,22.8335,88.65,88.65,234.99999999999997
AAPL,150.05,AAPL180119C00240000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,240.0,0,1143,0.3074,0.0169,0.1332,-0.3898,4.3181,0.07,0.07,-240.0
AAPL,150.05,AAPL180119P00240000,put,2018-01-19 00:00:00,2017-08-01 00:00:00,240.0,0,40,0.5335,-0.8644,0.3974,-3.336,22.3624,90.6,90.6,240.00000000000003
AAPL,150.05,AAPL180119C00245000,call,2018-01-19 00:00:00,2017-08-01 00:00:00,245.0,0,895,0.3138,0.015,0.1175,-0.3582,3.8885,0.14,0.14,-245.0
